211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211
211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211
211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211
211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211
211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	1	1	2	2	2	2	1	1	1	1	1	211	211	211	211	0	211	0	0	0	0	0	0	0	0	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211
211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	1	2	1	1	1	1	1	1	2	1	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	0	0	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211
211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	3	211	1	3	3	3	3	2	1	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	211	211	211	211	211	211	211	211	211	211	211	211	0	0	0	0	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	0	0	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211
211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	1	211	211	211	211	3	211	211	3	3	211	3	3	211	211	211	211	211	211	211	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	0	0	0	0	211	211	211	211	211	211	211	211	211	211	107	211	108	107	108	107	108	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211
211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	3	3	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	0	0	211	211	211	211	211	211	211	211	211	211	211	107	107	108	108	108	108	108	108	108	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211
211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	3	3	211	3	3	3	3	3	211	211	3	3	211	211	3	3	3	3	3	3	211	211	211	211	211	211	211	211	0	0	0	0	0	0	0	0	0	0	0	0	0	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	0	211	211	211	211	211	211	108	211	211	108	211	108	108	108	108	108	109	109	109	109	109	110	108	108	109	108	108	108	108	108	211	211	211	211	108	108	108	108	211	211	211	211	211	211	211	211	211	211	211	211
211	211	211	211	211	211	211	3	3	3	3	3	3	211	211	211	211	211	211	211	211	211	211	211	211	211	3	3	3	3	3	3	211	211	3	211	211	211	3	3	211	3	3	3	3	211	211	211	211	211	0	0	0	0	0	0	0	0	0	0	0	0	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	181	182	182	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	108	108	211	108	108	108	108	109	109	109	108	108	108	110	108	110	109	109	110	110	110	110	110	110	110	110	110	110	108	110	110	110	108	108	108	108	108	211	211	211	211	211	211	211	211
108	211	211	211	211	211	3	3	3	3	3	3	3	4	4	3	3	3	5	3	5	3	3	3	5	3	211	211	3	3	211	211	211	3	3	3	3	211	3	211	211	211	211	3	3	211	211	211	211	211	211	0	0	0	0	0	0	0	0	0	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	181	182	181	183	184	184	183	183	183	181	211	211	211	211	181	181	181	181	108	108	108	211	108	108	108	109	109	109	109	109	108	108	108	108	110	110	111	110	110	110	110	110	110	110	110	110	110	110	108	110	110	110	110	110	110	110	110	108	110	110	110	108	108	108	108	108
108	108	108	108	207	207	211	211	5	4	4	4	5	5	5	5	3	3	3	5	5	5	5	5	5	5	5	3	3	3	3	3	3	3	3	3	3	3	3	211	211	211	3	3	3	211	3	211	211	211	211	0	0	0	0	0	0	0	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	184	184	184	184	184	184	184	184	183	211	183	211	184	184	184	184	183	183	183	108	110	112	112	110	110	109	110	110	110	110	110	110	110	110	110	111	111	111	111	110	113	110	110	110	110	110	110	110	110	110	110	108	110	110	110	110	110	108	108	108	110	110	108	109	109	108	108
207	207	207	207	207	207	207	207	5	4	6	4	4	3	3	3	5	5	4	7	3	5	4	4	4	4	4	5	5	3	3	3	3	3	3	3	3	211	3	3	211	0	211	3	3	3	211	211	211	211	211	0	0	0	0	0	211	211	211	211	211	211	211	0	0	0	211	211	211	211	211	211	211	211	211	211	184	184	184	184	211	211	184	184	184	184	211	184	184	184	184	184	184	184	184	183	112	111	110	110	110	110	110	110	110	110	111	111	111	111	111	111	111	111	111	111	111	113	113	111	111	111	113	113	110	110	108	110	108	108	110	110	110	110	110	110	108	108	110	110	110	108	108	109
207	207	207	207	207	207	8	3	5	5	3	4	3	3	2	2	3	3	5	5	3	5	4	4	4	4	4	4	4	5	5	5	5	5	7	211	211	211	211	211	211	3	3	211	211	3	211	211	211	211	211	211	0	0	0	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	182	181	184	184	184	211	211	185	184	184	184	184	186	186	186	186	184	184	184	184	184	187	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	113	113	111	111	111	111	111	110	110	110	110	110	110	110	110	108	109	108	109	109	108	109	207	207
207	207	207	207	207	3	8	3	3	3	3	207	3	207	9	2	2	3	3	3	5	5	5	4	10	10	10	10	10	4	4	5	5	5	211	211	211	211	211	211	211	3	3	3	211	211	211	211	211	211	211	211	211	211	0	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	211	188	187	186	184	186	186	211	189	211	211	189	186	186	190	186	186	185	186	186	186	186	187	111	112	112	114	111	111	115	111	112	111	111	111	111	111	111	116	111	111	111	111	111	108	111	111	111	111	111	111	111	111	111	110	110	110	110	110	108	110	207	207	207	109	109	207	207	207	207	207
